Sample No,Job_Retention_V13,Promotion_Opportunities_V24,Job_Interest_V25,No_Work_Life_Balance_V38,Management_Relation_V42,Workplace_Relation_V43,Job_Satisfaction_V44
219,4,3,2,3,1,1,3
220,3,2,1,3,1,1,2
221,3,4,2,3,3,1,3
223,1,4,1,4,2,1,3
224,1,4,3,2,5,2,6
226,1,2,2,2,2,1,2
229,4,5,1,5,1,1,1
230,2,4,1,4,5,2,1
232,1,5,5,4,2,1,3
233,3,2,2,4,1,2,2
234,3,3,2,4,1,1,2
235,4,4,1,4,2,1,2
238,2,2,1,5,1,2,1
239,1,4,3,4,2,2,3
240,3,3,2,2,2,2,3
241,3,3,1,3,1,3,1
243,3,3,2,4,2,1,2
245,2,3,1,5,2,2,2
246,3,4,1,4,2,2,2
248,3,5,2,5,1,2,3
249,3,3,2,5,3,1,3
250,1,5,3,5,2,3,3
251,3,4,2,3,3,3,2
253,2,2,1,4,2,2,3
254,3,2,2,3,1,2,3
259,1,4,1,2,2,3,3
260,2,4,1,3,2,2,2
261,4,1,1,5,1,1,2
262,2,3,1,2,2,2,2
263,3,4,3,2,3,2,3
264,3,2,2,5,1,1,1
267,2,5,4,4,2,2,4
270,2,2,2,5,1,1,1
274,1,4,1,2,1,1,1
278,4,3,1,4,3,3,2
279,3,2,1,4,2,1,2
280,3,3,3,1,2,2,5
282,4,3,2,3,2,1,3
285,1,1,1,1,1,1,1
286,4,4,1,4,2,1,2
287,2,3,2,4,2,2,3
288,2,3,2,3,2,2,3
290,3,3,3,3,2,2,4
293,4,4,1,5,3,1,3
294,4,3,2,5,2,1,2
295,3,4,2,4,1,2,2
296,4,5,5,5,5,5,7
297,4,2,2,3,3,1,3
299,4,3,2,5,2,2,2
300,1,2,2,1,2,1,2
301,4,3,2,4,2,1,3
305,3,3,2,3,3,2,3
307,4,2,1,5,1,1,2
309,4,2,2,3,2,2,2
310,3,3,2,2,1,1,3
311,3,3,3,4,2,2,3
313,3,3,2,4,2,2,2
314,4,4,4,4,2,2,3
315,2,4,2,4,1,1,3
318,4,2,1,2,2,2,3
319,2,4,3,5,1,1,2
321,3,5,5,5,5,5,5
322,4,3,2,3,1,1,2
323,4,3,2,4,1,1,2
324,1,3,3,4,2,2,3
325,4,3,1,2,2,2,3
327,4,1,1,5,2,2,2
329,1,3,1,5,1,1,1
330,4,4,1,3,1,1,3
331,4,2,1,5,2,1,2
334,1,4,2,3,2,3,2
335,3,2,2,4,1,1,1
336,3,2,1,4,1,1,2
337,2,3,1,3,1,2,5
338,4,3,2,3,2,2,3
339,3,3,2,4,2,2,2
340,3,3,2,5,1,2,2
341,3,1,1,2,2,1,3
342,3,3,1,3,1,1,1
343,4,3,2,4,2,1,2
344,2,2,2,4,2,2,3
346,4,2,2,3,1,2,3
348,1,2,2,2,2,2,5
349,3,4,1,5,2,2,3
350,4,5,4,5,2,1,4
351,2,4,1,3,2,2,2
352,4,2,1,3,2,2,2
353,3,2,1,4,2,2,2
354,1,1,1,3,1,1,2
355,4,3,4,5,1,2,1
356,2,3,3,3,2,2,2
357,1,2,2,4,2,4,3
358,3,3,2,4,2,2,3
359,2,2,2,3,2,2,3
361,3,2,2,4,2,2,2
363,3,2,2,4,1,1,2
365,3,5,2,3,1,1,2
366,2,2,2,5,3,3,2
368,3,2,2,3,3,2,4
369,3,2,2,3,2,2,3
371,4,3,2,3,2,2,3
372,3,4,2,4,2,2,2
373,2,4,2,1,2,2,3
374,4,1,1,2,2,1,3
376,3,4,2,5,2,1,2
377,1,4,2,3,1,1,2
378,3,4,2,5,2,3,3
379,3,4,1,5,2,2,3
380,2,4,1,3,2,2,2
382,1,2,2,5,2,1,2
384,3,2,1,3,1,1,1
386,1,5,2,3,3,2,3
387,1,1,1,4,1,1,2
388,3,2,2,3,2,2,2
389,4,2,1,3,2,2,2
390,3,2,2,3,2,2,5
391,3,1,1,4,1,1,1
392,4,4,2,3,2,1,3
394,1,2,2,3,2,2,3
395,1,4,3,4,3,1,4
396,3,4,2,2,1,1,3
397,1,5,3,4,1,3,3
398,3,2,1,4,1,1,2
399,1,1,1,3,1,1,2
400,4,2,2,4,1,1,3
404,3,3,2,3,3,3,2
405,1,3,1,2,1,3,3
406,3,2,1,4,1,1,3
407,3,3,3,3,2,2,3
408,2,4,3,2,2,2,3
409,1,1,1,2,1,1,2
410,3,3,3,3,1,1,5
411,1,4,2,4,2,2,3
412,3,2,2,5,2,2,2
413,3,1,2,3,2,1,3
414,3,2,1,3,2,2,3
415,4,2,1,3,1,1,2
416,3,4,2,3,2,2,3
417,3,4,2,3,1,1,2
418,4,4,2,3,2,1,3
419,3,4,2,5,3,3,2
420,1,3,1,1,2,1,1
421,2,2,2,3,2,1,3
424,2,2,1,2,2,1,1
425,3,3,2,4,2,2,3
428,3,2,2,3,2,1,3
429,1,1,1,2,1,1,1
430,3,4,1,4,3,2,3
431,2,4,3,4,3,3,2
432,3,3,2,3,2,1,2
435,3,2,1,4,2,1,2
438,1,4,3,3,2,1,3
440,1,5,2,3,2,1,3
443,4,3,1,5,1,1,2
444,3,1,2,4,3,3,2
445,1,3,2,4,1,1,2
446,3,4,2,3,4,2,3
448,4,2,1,5,2,1,2
451,4,1,1,3,1,1,2
454,3,5,1,4,4,1,1
455,2,5,1,3,2,1,2
456,2,1,1,5,1,1,1
457,2,5,3,3,2,2,5
458,3,3,2,2,2,2,3
460,2,3,1,4,2,2,3
462,1,2,2,3,1,1,2
463,3,2,1,3,1,1,1
464,3,4,2,4,3,3,3
465,3,4,2,3,2,2,3
467,3,3,4,5,2,2,4
468,4,3,2,4,2,2,2
470,4,2,1,3,2,2,3
471,3,2,1,4,1,1,1
472,4,2,2,3,1,1,1
473,3,4,3,2,2,2,2
474,2,5,4,3,3,2,5
475,2,2,1,3,2,2,2
477,1,3,1,2,2,2,2
478,4,1,1,5,1,1,1
479,2,3,1,4,3,2,2
480,3,4,2,3,2,1,2
482,4,3,2,3,2,1,2
485,2,5,3,4,3,3,4
486,4,4,3,3,5,4,4
487,1,3,3,4,1,3,3
489,2,4,2,3,1,1,2
491,4,2,1,3,1,1,2
493,3,3,3,3,2,2,4
495,3,2,3,2,3,3,4
497,1,3,2,3,3,3,3
502,4,4,3,5,1,1,3
503,4,3,1,4,1,1,1
504,4,2,1,5,2,2,1
507,4,3,2,4,1,1,2
508,1,5,1,4,1,1,1
511,4,4,2,4,2,2,4
512,4,4,2,3,1,1,1
513,4,2,2,5,1,1,2
515,2,4,1,5,2,2,2
516,2,3,2,3,2,2,4
519,2,2,1,4,2,2,2
520,3,3,2,4,2,1,3
521,4,1,1,4,1,1,1
523,4,4,2,3,2,1,3
524,4,4,2,3,2,2,3
525,3,4,1,3,3,3,2
526,3,4,1,4,2,1,1
527,3,2,2,3,2,1,3
528,3,2,2,3,3,2,3
534,4,4,2,3,3,3,2
535,4,4,5,4,4,4,1
536,2,3,2,3,1,1,2
537,1,2,2,3,2,2,3
538,2,3,2,3,1,1,2
539,4,4,2,5,4,1,3
543,3,5,2,5,1,1,2
544,3,2,1,2,2,2,3
545,4,3,2,5,1,1,1
546,4,5,2,4,1,1,2
547,2,3,2,3,2,2,3
548,4,2,1,3,1,1,2
549,3,2,2,3,3,2,3
550,4,4,2,4,3,3,4
552,1,2,1,4,2,2,3
553,1,4,2,5,2,1,4
554,2,2,1,5,2,5,2
557,2,2,1,5,2,1,2
558,2,5,2,2,4,3,5
561,3,4,4,3,2,1,3
562,3,1,1,4,1,1,2
563,3,4,3,4,2,2,2
565,1,3,3,4,2,2,2
566,2,2,1,2,1,1,2
568,4,3,2,5,1,1,3
569,3,4,1,4,1,1,2
570,1,4,2,4,2,2,3
572,3,2,1,3,2,2,3
573,4,2,1,3,2,1,2
574,2,3,1,4,1,1,1
575,2,3,2,4,2,1,3
576,1,4,4,4,2,2,5
577,3,5,3,5,2,2,4
583,2,3,1,2,2,2,1
584,4,2,1,4,2,1,2
586,4,5,1,5,2,1,2
587,1,4,2,2,4,2,4
588,4,4,2,4,2,1,3
589,4,4,2,4,2,1,2
592,2,2,1,4,1,1,2
595,3,1,1,5,1,1,1
599,3,1,1,1,2,2,3
601,3,4,2,3,3,1,6
603,3,2,1,4,1,1,1
604,4,2,1,2,4,2,5
605,2,3,2,5,3,2,3
606,3,3,1,2,1,1,2
607,1,3,2,3,2,2,3
608,1,1,1,4,1,1,1
609,1,4,2,2,2,2,1
613,4,2,1,4,1,1,2
614,4,3,1,2,2,2,1
616,1,4,2,2,2,2,3
618,3,5,4,5,2,2,3
619,4,2,1,2,2,2,1
620,2,4,2,3,2,2,2
622,4,3,1,4,1,1,2
623,1,3,2,3,2,1,3
624,3,3,1,4,2,2,2
625,4,4,2,5,1,1,2
627,3,3,2,3,3,2,3
628,2,2,1,5,1,1,2
629,3,3,1,3,2,1,1
631,1,4,3,2,5,2,6
632,3,2,1,2,3,3,5
634,4,2,2,3,2,2,3
635,3,4,2,3,3,2,3
637,4,2,2,4,2,2,2
639,1,2,2,3,1,2,2
640,3,2,1,3,1,1,3
641,1,3,2,4,1,1,3
642,3,3,2,3,2,1,3
643,3,2,1,3,1,1,2
644,2,3,2,4,2,1,2
645,2,2,1,2,1,1,5
646,4,4,2,5,3,2,4
647,1,4,2,2,4,4,4
648,3,2,1,5,1,1,1
650,4,4,2,4,2,2,3
652,1,3,2,4,4,2,5
653,1,3,2,2,4,2,5
654,2,2,1,4,2,2,3
657,4,5,2,2,2,1,3
658,1,4,3,5,1,1,2
659,4,3,2,4,2,2,3
660,4,4,2,2,2,2,3
661,3,3,2,3,2,2,3
662,3,4,3,3,3,2,3
666,3,3,2,3,2,1,2
667,2,5,2,3,2,2,3
668,3,3,1,2,1,1,2
669,2,5,1,2,1,1,3
671,2,4,3,4,2,3,3
672,3,4,4,4,2,2,3
673,3,4,1,3,2,2,3
674,2,2,1,3,2,2,2
675,1,3,2,3,3,3,3
676,3,5,1,1,1,1,2
677,4,1,1,4,2,1,1
678,2,2,2,3,2,1,2
679,2,5,1,2,5,3,2
680,2,2,2,5,1,1,2
682,4,2,1,4,1,1,2
683,2,3,2,5,1,1,1
684,3,4,2,4,5,2,4
685,3,3,1,3,2,2,3
686,3,2,1,5,1,1,2
689,3,2,1,2,1,1,2
690,2,2,2,2,2,2,3
692,3,4,1,2,3,3,3
693,4,3,3,4,4,2,4
694,4,4,4,5,2,1,4
695,4,3,3,4,1,1,3
699,1,3,2,3,1,1,4
701,3,2,1,4,1,1,1
702,1,2,1,5,1,1,2
703,4,3,1,3,2,1,2
705,3,3,2,3,2,1,2
706,1,5,3,1,2,2,3
708,4,2,2,2,2,1,2
709,4,2,1,3,1,2,2
710,2,2,1,4,1,1,2
711,1,5,1,4,2,2,2
713,3,2,1,5,1,1,2
714,2,2,1,5,1,1,2
715,3,4,2,1,2,1,3
717,3,5,2,4,1,1,3
718,3,2,1,5,2,2,1
719,2,4,1,4,1,1,2
721,3,3,3,4,1,1,3
723,3,3,3,5,3,3,1
724,4,3,1,4,3,3,2
725,1,5,2,5,1,1,3
726,3,4,1,3,1,2,1
728,3,4,1,4,2,1,2
729,3,2,1,4,1,2,2
730,4,3,1,1,2,2,4
732,2,4,2,4,2,2,3
733,2,4,2,5,2,2,2
734,4,5,3,5,2,1,4
735,3,2,2,4,2,2,1
740,3,2,2,3,2,3,3
742,3,4,2,5,2,2,2
743,3,4,2,4,2,2,2
744,3,4,2,3,2,1,3
746,3,5,1,5,1,1,2
747,4,3,2,4,1,1,1
748,2,3,2,4,2,2,2
753,4,2,1,2,3,2,4
754,3,2,1,2,1,1,2
755,3,2,4,2,1,1,4
756,1,5,4,4,2,2,3
758,2,3,2,3,2,2,2
760,1,5,2,3,4,1,3
761,4,1,1,2,1,1,1
766,4,1,1,5,4,2,2
767,2,3,2,5,1,1,4
768,2,4,2,5,2,2,3
769,2,2,1,3,2,1,2
770,2,4,3,4,2,1,2
771,4,4,1,1,2,2,3
772,3,3,3,2,3,3,3
773,4,5,2,4,2,2,4
775,4,3,2,4,1,1,6
776,2,3,1,3,2,2,2
777,4,3,2,3,3,3,2
778,4,2,2,4,2,2,2
779,4,3,1,4,1,2,3
780,3,3,2,3,3,2,4
781,2,3,3,4,2,2,3
785,1,5,2,4,2,2,3
786,1,4,2,4,1,1,2
787,2,3,1,4,2,2,2
788,2,3,1,2,2,1,3
790,3,5,1,3,3,3,3
791,3,3,1,3,2,1,2
793,1,1,1,5,2,2,1
794,4,5,1,3,1,2,1
795,3,3,2,4,3,2,3
797,3,5,2,3,4,2,4
798,4,3,2,4,1,2,2
799,4,3,1,5,3,3,2
801,4,5,2,3,2,1,3
802,1,5,2,3,2,1,2
803,4,3,2,4,1,1,2
804,3,2,2,4,2,2,3
805,1,3,2,2,2,2,5
806,2,3,1,2,2,1,2
808,3,3,2,5,2,1,2
809,3,2,1,4,1,1,2
810,1,5,5,5,5,5,5
812,1,3,3,4,2,2,3
813,4,3,2,2,1,1,3
814,3,3,2,3,2,2,3
815,1,3,2,5,1,1,2
818,4,3,1,3,2,1,1
820,4,2,1,4,2,2,2
822,4,2,2,5,1,1,2
824,1,3,2,1,2,2,3
827,4,3,2,5,2,2,2
829,3,2,2,4,2,2,2
830,3,5,4,4,3,2,4
831,3,3,2,3,2,1,2
832,1,4,2,2,2,2,3
833,1,1,1,5,1,1,1
834,1,3,2,4,2,2,3
835,4,2,1,4,1,1,2
837,2,4,2,4,1,1,3
839,3,5,2,5,1,1,3
840,3,3,2,4,3,1,3
841,3,3,1,4,1,1,2
842,1,3,2,3,2,1,2
843,1,1,1,4,1,1,2
846,4,4,2,3,3,2,3
847,3,4,2,3,1,1,3
848,4,2,1,5,1,1,2
850,2,3,1,5,1,1,2
851,2,4,3,2,2,2,3
852,2,2,1,5,2,2,1
853,3,3,3,4,2,1,3
855,1,2,1,3,2,1,2
856,4,2,1,5,1,1,1
857,3,2,1,3,1,2,2
861,2,3,2,3,1,1,3
862,3,4,2,3,2,2,3
863,3,3,1,3,2,2,2
865,3,2,1,3,1,1,2
866,3,2,3,3,2,2,3
867,4,3,1,5,3,3,1
868,3,3,2,3,2,2,2
870,4,5,2,5,1,1,1
871,4,3,2,4,3,3,3
874,3,3,1,2,1,2,2
877,4,5,1,5,1,1,2
879,1,3,1,5,1,2,3
880,4,2,3,5,3,3,4
881,4,5,2,5,2,3,3
882,4,3,1,3,2,1,1
883,4,5,1,5,2,2,3
884,4,3,1,4,2,1,2
885,2,3,1,4,2,2,3
886,3,4,2,5,1,1,1
887,4,2,1,5,1,1,1
888,4,3,2,3,2,2,3
890,2,3,1,4,1,1,2
891,1,4,1,3,2,2,4
893,3,4,2,3,3,2,3
895,3,4,4,4,2,4,3
896,4,3,2,4,3,2,3
897,1,4,2,2,4,3,4
898,4,3,1,4,1,1,2
899,3,3,2,3,4,2,3
900,4,3,2,4,1,1,2
902,2,1,1,3,2,2,3
903,4,2,2,4,2,2,3
904,4,3,2,4,2,2,2
906,3,4,2,2,2,2,4
907,3,2,1,5,1,1,2
910,1,4,3,3,2,2,3
912,3,3,2,4,3,3,3
913,1,4,2,3,2,3,3
914,4,3,2,5,1,1,1
917,4,5,1,5,1,1,2
918,2,3,2,3,1,2,3
920,1,2,2,4,2,2,3
921,4,5,2,5,2,2,3
923,4,3,1,4,1,1,1
926,2,3,2,3,1,1,2
927,2,2,1,5,2,2,3
928,4,2,2,2,2,1,4
929,2,3,3,5,1,1,2
930,3,3,2,4,2,2,2
931,4,2,2,4,2,1,2
932,4,3,2,4,1,1,2
934,3,3,2,3,1,1,2
935,2,3,2,4,2,2,3
936,1,2,1,4,1,1,2
938,4,5,1,3,2,2,3
939,1,2,1,2,2,2,2
940,4,2,2,2,2,2,3
945,4,3,2,4,2,2,3
950,1,4,3,2,4,4,4
952,1,3,1,2,3,2,4
953,1,3,3,5,1,1,2
954,3,3,3,4,3,3,3
957,3,2,1,3,3,2,2
958,1,3,2,3,2,2,3
959,1,1,1,5,1,1,1
962,1,2,2,3,2,2,3
965,1,1,2,3,1,1,2
966,4,4,2,2,3,1,3
967,4,2,2,2,1,1,2
969,3,2,3,4,2,1,3
971,3,3,2,5,2,2,3
973,4,2,2,3,2,1,3
974,3,3,2,3,2,2,3
977,3,4,2,3,1,1,3
978,3,3,1,3,3,1,3
979,2,1,1,5,2,1,2
980,3,2,5,1,2,2,4
982,4,3,1,5,1,1,1
986,4,3,2,2,2,2,2
988,1,2,2,4,2,2,3
989,4,1,1,5,1,1,1
990,3,4,1,3,2,2,2
991,2,1,1,3,1,1,2
992,3,1,1,1,1,1,1
994,3,2,2,3,1,1,4
995,2,4,2,1,3,1,3
996,4,1,1,5,2,1,2
998,3,3,1,2,2,2,1
999,3,4,2,2,2,2,3
1000,4,3,2,3,1,1,3
1003,1,5,2,1,4,3,5
1004,1,4,4,3,2,2,3
1005,4,2,1,3,1,2,2
1006,2,5,1,4,2,1,2
1007,1,5,3,1,3,2,6
1009,4,3,2,4,4,4,7
1011,1,5,4,5,5,3,5
1012,4,2,1,5,1,1,2
1013,4,2,1,3,2,2,3
1014,2,4,2,5,2,2,3
1016,4,3,2,3,2,1,3
1018,4,1,2,2,2,1,2
1020,2,4,3,3,2,2,4
1021,1,3,1,5,1,1,1
1022,3,2,2,3,2,1,2
1023,3,3,2,4,2,2,2
1025,3,2,2,3,2,1,4
1026,4,4,2,5,1,1,2
1027,3,3,1,3,2,2,2
1028,1,4,3,4,3,4,5
1029,3,2,1,1,2,2,3
1030,3,3,2,4,2,2,3
1031,1,4,4,2,3,4,5
1032,1,3,1,2,2,2,2
1033,1,5,1,3,1,1,3
1034,4,2,1,2,1,2,1
1036,4,4,3,2,2,2,3
1037,3,3,2,3,2,2,2
1038,4,2,1,4,2,2,2
1040,3,3,3,3,2,2,4
1041,3,3,3,4,2,2,4
1043,1,5,4,3,2,2,2
1044,4,4,2,5,2,2,1
1049,4,4,1,5,4,4,4
1050,4,3,1,1,2,1,1
1052,3,2,2,4,2,1,1
1053,4,3,2,3,3,2,4
1054,1,3,2,3,2,1,2
1055,2,3,2,4,2,2,4
1061,4,5,2,5,1,1,3
1062,3,2,2,4,4,2,2
1063,3,2,2,3,2,2,3
1065,4,3,1,4,1,1,2
1066,3,2,2,3,2,2,1
1067,4,3,2,3,1,1,1
1068,4,3,1,3,2,2,3
1069,2,3,2,5,1,2,1
1071,4,3,2,3,1,1,3
1073,1,4,4,2,2,2,5
1074,3,5,3,4,2,1,3
1076,4,4,2,4,3,3,4
1077,3,2,1,3,2,2,2
1079,1,2,2,4,2,1,2
1080,4,3,2,4,2,3,3
1081,3,2,2,3,2,2,3
1082,3,2,2,5,1,1,2
1083,1,4,3,3,2,1,3
1084,2,4,1,2,2,1,3
1085,3,3,2,3,1,1,2
1086,1,2,2,4,2,1,2
1087,1,3,2,5,2,2,1
1088,2,5,1,5,1,1,2
1091,1,4,2,4,2,3,2
1092,3,3,2,3,1,2,3
1093,3,3,2,3,2,2,3
1094,2,3,2,3,2,2,3
1095,4,5,3,3,2,2,4
1096,3,2,1,2,2,2,2
1097,3,3,1,2,2,2,2
1098,4,3,3,5,1,1,4
1100,3,3,1,4,2,2,3
1102,1,1,2,1,1,1,1
1103,2,2,2,4,1,1,2
1105,3,3,1,3,1,1,2
1107,3,2,2,2,1,1,3
1108,3,4,2,3,2,2,1
1109,3,2,2,2,2,1,2
1110,3,2,3,5,1,2,5
1111,1,4,1,3,2,1,2
1112,1,3,1,3,2,2,2
1113,3,2,2,3,2,1,3
1114,2,4,2,3,2,2,3
1115,2,2,1,3,2,2,2
1117,2,2,1,4,1,2,2
1121,2,3,2,5,2,2,2
1124,4,1,1,3,1,1,2
1125,4,4,1,5,1,2,3
1127,4,4,1,4,2,1,2
1128,3,2,1,2,2,2,2
1132,2,2,2,2,1,1,3
1133,1,2,1,3,1,1,2
1134,3,3,2,5,3,2,3
1135,1,4,2,3,2,2,3
1137,3,3,2,3,2,2,3
1139,2,3,2,5,2,2,3
1140,4,2,2,5,1,1,1
1141,2,3,2,2,2,1,2
1143,4,3,3,3,2,2,4
1147,4,2,1,3,1,1,1
1148,2,2,2,4,2,2,2
1150,3,2,1,3,2,2,2
1151,3,3,1,3,2,1,3
1152,1,3,1,2,3,2,5
1153,4,2,1,3,1,1,3
1156,2,5,4,3,2,2,3
1158,4,4,1,4,2,2,3
1159,2,2,1,4,2,2,2
1160,2,3,1,2,2,2,4
1161,1,4,1,2,2,2,2
1162,2,4,2,3,2,2,4
1164,2,2,2,5,2,2,3
1165,4,5,4,4,4,4,4
1166,3,2,2,4,1,1,2
1167,4,2,1,4,2,2,2
1169,1,1,1,2,2,2,2
1171,3,4,1,2,2,3,3
1172,3,4,2,3,1,1,2
1174,3,4,3,5,2,2,3
1178,2,2,1,3,2,2,2
1180,2,3,2,4,2,2,3
1181,3,3,2,2,4,1,5
1184,3,3,2,3,1,1,3
1189,1,4,4,2,2,2,5
1190,3,3,1,4,3,3,3
1191,4,4,2,4,2,1,1
1193,4,5,2,5,1,1,3
1194,3,5,2,3,4,2,3
1196,2,1,1,4,1,1,2
1197,4,4,2,3,2,1,3
1198,1,3,1,4,1,1,2
1199,4,3,2,4,2,1,2
1201,1,5,2,3,2,2,1
1202,3,4,2,2,2,1,3
1205,1,2,1,5,2,2,1
1206,2,5,2,3,2,2,3
1207,2,2,2,3,2,1,3
1209,2,3,1,2,2,3,3
1211,4,3,2,1,4,3,4
1212,4,2,2,3,2,2,3
1213,3,3,2,3,2,2,4
1214,4,2,3,3,2,2,3
1216,3,3,1,5,2,3,4
1217,4,4,4,5,4,4,3
1218,3,1,1,5,2,2,2
1219,1,2,2,2,2,2,3
1222,4,3,2,4,2,2,3
1223,3,4,5,4,3,2,7
1228,2,3,2,2,2,2,3
1229,3,3,1,3,2,2,2
1231,4,2,2,5,2,2,2
1232,4,3,1,3,2,2,3
1233,1,3,2,2,3,2,5
1235,3,2,1,5,2,2,2
1236,2,3,2,4,2,1,3
1240,3,2,3,2,3,3,3
1242,3,4,3,5,1,1,2
1245,3,5,1,5,3,3,1
1250,4,2,1,4,2,1,3
1252,1,4,2,1,2,2,3
1255,4,2,2,4,2,2,3
1256,4,2,1,2,2,1,3
1259,3,4,3,4,2,3,2
1260,4,2,1,5,1,1,1
1261,1,3,1,2,2,1,2
1262,2,3,2,4,2,1,2
1263,3,1,1,2,2,2,3
1264,3,4,1,4,2,2,2
1265,4,5,4,5,2,1,3
1266,4,3,1,4,2,3,3
1267,4,3,1,2,2,2,3
1270,3,4,3,5,1,1,3
1271,4,3,1,4,2,1,2
1272,4,5,2,5,1,1,2
1273,3,2,1,2,2,1,2
1275,1,3,2,3,2,1,3
1276,3,3,2,3,1,1,2
1278,4,5,5,5,2,2,4
1279,2,5,2,1,2,1,5
1285,3,3,1,2,3,3,3
1286,3,4,2,3,3,3,3
